"CASGEM_STATION_ID","Year","Month","GS_ELEVATION","RP_ELEVATION","WS_READING","RP_READING","WSEL_calc","LATITUDE","LONGITUDE"
2751,2013,10,169.8,170,0,91.1,78.7,38.076,-120.9296
2751,2016,10,169.8,170,0,89.3,80.5,38.076,-120.9296
2751,2014,3,169.8,170,0,87.3,82.5,38.076,-120.9296
2767,2016,3,86.26,87.26,0,135.4,-49.14,37.9722,-121.0672
2767,2014,3,86.26,87.26,0,127.3,-41.04,37.9722,-121.0672
2767,2013,4,86.26,87.26,0,123.5,-37.24,37.9722,-121.0672
2767,2015,10,86.26,87.26,0,149,-62.74,37.9722,-121.0672
2767,2016,10,86.26,87.26,0,129.6,-43.34,37.9722,-121.0672
2767,2012,10,86.26,87.26,0,130.2,-43.94,37.9722,-121.0672
2767,2011,4,86.26,87.26,0,120,-33.74,37.9722,-121.0672
2767,2013,11,86.26,87.26,0,132.8,-46.54,37.9722,-121.0672
2767,2015,3,86.26,87.26,0,129.6,-43.34,37.9722,-121.0672
2767,2014,10,86.26,87.26,0,142.1,-55.84,37.9722,-121.0672
2767,2012,4,86.26,87.26,0,120.6,-34.34,37.9722,-121.0672
2767,2011,11,86.26,87.26,0,125.5,-39.24,37.9722,-121.0672
2768,2013,4,88.27,88.77,-0.1,127,-38.73,37.9629,-121.0624
2768,2014,3,88.27,88.77,1.7,131,-42.73,37.9629,-121.0624
2768,2015,10,88.27,88.77,-0.6,142,-53.73,37.9629,-121.0624
2768,2012,4,88.27,88.77,0.2,120,-31.73,37.9629,-121.0624
2768,2011,4,88.27,88.77,0,118.9,-30.63,37.9629,-121.0624
2768,2015,3,88.27,88.77,1,130,-41.73,37.9629,-121.0624
2768,2012,10,88.27,88.77,6.7,136,-47.73,37.9629,-121.0624
2768,2016,3,88.27,88.77,2.5,138,-49.73,37.9629,-121.0624
2768,2014,10,88.27,88.77,8,150,-61.73,37.9629,-121.0624
2768,2011,11,88.27,88.77,0,124.7,-36.43,37.9629,-121.0624
2769,2011,10,69.5,70,0.5,120,-50.5,37.9642,-121.1127
2769,2012,3,69.5,70,6,120,-50.5,37.9642,-121.1127
2769,2013,10,69.5,70,0,127,-57.5,37.9642,-121.1127
2769,2012,10,69.5,70,14,140,-70.5,37.9642,-121.1127
2769,2013,3,69.5,70,3,120,-50.5,37.9642,-121.1127
2770,2012,10,73.24,73.94,5.4,130,-56.76,37.9496,-121.1036
2770,2014,10,73.24,73.94,0,132.1,-58.86,37.9496,-121.1036
2770,2015,10,73.24,73.94,0,137.1,-63.86,37.9496,-121.1036
2770,2013,11,73.24,73.94,1.2,128,-54.76,37.9496,-121.1036
2770,2011,4,73.24,73.94,0,12.5,60.74,37.9496,-121.1036
2770,2011,11,73.24,73.94,0,127,-53.76,37.9496,-121.1036
2770,2015,3,73.24,73.94,2,140,-66.76,37.9496,-121.1036
2770,2016,3,73.24,73.94,0,129.8,-56.56,37.9496,-121.1036
2770,2013,4,73.24,73.94,2.4,120,-46.76,37.9496,-121.1036
2770,2012,4,73.24,73.94,2.5,118,-44.76,37.9496,-121.1036
2770,2014,3,73.24,73.94,4.9,128,-54.76,37.9496,-121.1036
2774,2014,4,84.27,85.27,0,124.7,-40.43,37.9331,-121.0765
2774,2012,9,84.27,85.27,0,126.2,-41.93,37.9331,-121.0765
2774,2011,10,84.27,85.27,0,127.6,-43.33,37.9331,-121.0765
2774,2011,8,84.27,85.27,0,116.2,-31.93,37.9331,-121.0765
2774,2014,11,84.27,85.27,0,132.7,-48.43,37.9331,-121.0765
2774,2013,6,84.27,85.27,0,121.9,-37.63,37.9331,-121.0765
2774,2013,10,84.27,85.27,0,129.5,-45.23,37.9331,-121.0765
2774,2011,11,84.27,85.27,0,121,-36.73,37.9331,-121.0765
2774,2011,5,84.27,85.27,0,113.6,-29.33,37.9331,-121.0765
2774,2016,10,84.27,85.27,0,140.7,-56.43,37.9331,-121.0765
2774,2013,2,84.27,85.27,0,119.9,-35.63,37.9331,-121.0765
2774,2011,4,84.27,85.27,0,115.9,-31.63,37.9331,-121.0765
2774,2014,3,84.27,85.27,0,124.3,-40.03,37.9331,-121.0765
2774,2016,6,84.27,85.27,0,137.9,-53.63,37.9331,-121.0765
2774,2015,2,84.27,85.27,0,127.5,-43.23,37.9331,-121.0765
2774,2016,12,84.27,85.27,0,139.5,-55.23,37.9331,-121.0765
2774,2015,7,84.27,85.27,0,134.8,-50.53,37.9331,-121.0765
2774,2011,7,84.27,85.27,0,114.5,-30.23,37.9331,-121.0765
2774,2011,6,84.27,85.27,0,113.8,-29.53,37.9331,-121.0765
2774,2012,3,84.27,85.27,0,116.8,-32.53,37.9331,-121.0765
2774,2011,9,84.27,85.27,0,126,-41.73,37.9331,-121.0765
2774,2012,1,84.27,85.27,0,119,-34.73,37.9331,-121.0765
2774,2013,12,84.27,85.27,0,126.1,-41.83,37.9331,-121.0765
2774,2013,5,84.27,85.27,0,119.9,-35.63,37.9331,-121.0765
2774,2013,7,84.27,85.27,0,124.4,-40.13,37.9331,-121.0765
2774,2012,12,84.27,85.27,0,123.1,-38.83,37.9331,-121.0765
2774,2016,2,84.27,85.27,0,133.7,-49.43,37.9331,-121.0765
2774,2014,8,84.27,85.27,0,133,-48.73,37.9331,-121.0765
